artist,duration,album,genre,title,year,,
Mariano Yanani,180.00934,Babies Go U2,lullaby,I Still Haven't Found What I'm Looking For,2003,,
Pyranja,60.55138,Wurzeln & FlA1/4gel,pop rap,Anfang Vom Ende,2003,,
NG3,240.50893,As Nasty As we Wanna Be,jungle music,Tainted Love feat. Tatz,2003,,
Kanye West,46602,The College Dropout,hip hop,School Spirit Skit 2,2003,,
Tanto Metro & Devonte,207.33342,Riddim Driven - Adrenaline,dancehall,Honey I Sugar Pie,2003,,
Room 5,403.01669,Music & You,disco,Hidden Sun,2003,,
Stew,179.9571,Something Deeper Than These Changes,cabaret,Tomorrow Gone,2003,,
Zeromancer,277.81179,Zzyzx,industrial rock,Mosquito Coil,2003,,
John Debney,74762,Elf,pop rock,Buddy and Santa's Flight,2003,,
Baby Bash / Grimm,231.07873,Tha Smokin' Nephew,pop rap,Changed My Life,2003,,
Inhume,185.20771,In for the kill,grindcore,Inhume,2003,,
Jack Johnson and Friends / Matt Costa,136.30649,Talk Of The Town,rock,Fall Line,2003,,
Martina McBride,349.33506,Martina,country,God's Will,2003,,
Wilshire,181.49832,New Universe,ccm,When,2003,,
Leona Naess,292.88444,Leona Naess,chanson,Star Signs,2003,,
Jeff Wahl,124682,Guitarscapes,meditation,India,2003,,
The Fire Theft,223.37261,The Fire Theft,chill-out,Chain (Album Version),2003,,
The Cat's Miaow,103.00036,A Kiss And A Cuddle,shoegaze,Talking To Trees,2003,,
Sapo,195.91791,Pastanaga,latin jazz,Eduardo,2003,,
Gertrudis,215562,Teta,big beat,La Nit De Reis,2003,,
Cauterize,240.43057,So Far From Real,pop punk,Shooting Stars,2003,,
40 Grit,75.67628,Nothing To Remember,nu metal,Intro,2003,,
Yellowcard,208.79628,Ocean Avenue,rock,One Year_ Six Months,2003,,
Africando All Stars,274.25914,Mandali,salsa,Mopao,2003,,
Africando,460.48608,Martina,salsa,Lindas Africanas,2003,,
The Chieftains,187.92444,Further Down The Old Plank Road,irish folk,The Raggle Taggle Gypsy,2003,,
Las NiA+-as,217.62567,OjAo,flamenco,Cuento De La Buena Pipa,2003,,
Danilo Perez,197.19791,. . . Till Then,latin jazz,Native Soul,2003,,
The Rapture,218.22649,Echoes,alternative dance,Killing,2003,,
Juana Molina,401.65832,Segundo,folktronica,El Perro,2003,,
TEN MADISON,405.41995,From Lust To Dust,downtempo,Elementro,2003,,
Bravehearts,209.03138,Bravehearted (Clean),hip hop,Sensations,2003,,
Jay-Z,259.05587,R&B Love Collection Summer 2009,gangster rap,Change Clothes,2003,,
Three 6 Mafia,190.74567,Da Unbreakables (Explicit Version),dirty south rap,Money Didn't Change Me,2003,,
Jackie Edwards,179.09506,The Bunny Striker Lee Story,rock steady,Ali Baba,2003,,
Skrape,198.81751,Up The Dose,post-grunge,Searching For Home,2003,,
Bad Azz,255.84281,Money Run,gangster rap,Ghetto,2003,,
Neviss,169.66485,Backseat Travelling,british pop,Spain,2003,,
Wilshire,184.37179,New Universe,ccm,Special,2003,,
Elephant Man,233.58649,Good 2 Go,dancehall,Head Gone/Wine Up Uh Self (Album Version),2003,,
Jessica Simpson,250.04363,In This Skin,teen pop,Be,2003,,
Amy Winehouse,274.99057,Frank,vocal jazz,In My Bed,2003,,
Juana Molina,159.65995,Segundo,folktronica,Quiero,2003,,
Malefaction,139.17995,Where There Is Power There Is Always Resistance,grindcore,Ongoing Plague,2003,,
OutKast,323.10812,Speakerboxxx/The Love Below,dirty south rap,Happy Valentine's Day,2003,,
Converge,99.99628,Unloved and Weeded Out,hardcore punk,Locust Reign (Live in California),2003,,
Sonora Santanera,168.46322,Solo Lo Nuestro - 20 Exitos,salsa,Estoy Pensando En TA,2003,,
Roger Creager,277.55057,Long Way To Mexico,honky tonk,All For The Sake Of The Song,2003,,
Portable,362.60526,Distance,post-grunge,Theresa,2003,,
Chris Standring,269322,Groovalicious,smooth jazz,Say What!?!,2003,,
Klaus Badelt,128.62649,Pirates Of The Caribbean Original Soundtrack,chill-out,Moonlight Serenade,2003,,
Alex Ubago,201.09016,Siempre en mi mente,latin pop,Temblando,2003,,
Aesop Rock,273.60608,Bazooka Tooth,underground rap,Limelighters (feat. Camp Lo) / Flunkadelic Interlude,2003,,
Static-X,185.10322,Shadow Zone,industrial metal,Control It (Album Version),2003,,
Anti-Flag,99.00363,Live at the Fireside Bowl,oi,I Don't Wanna be a War Hero,2003,,
Alicia Keys,183.43138,Unplugged,neo soul,Heartburn,2003,,
Williamson,354.06322,A Few Things To Hear Before We All Blow Up,neofolk,Time You'll Never Get Back,2003,,
Goatwhore,224.86159,Funeral Dirge for the Rotting Sun,black metal,A Closure in Infinity,2003,,
Kanye West,271.25506,Through The Wire,hip hop,Through The Wire,2003,,
Aesop Rock,310.80444,Bazooka Tooth,underground rap,N.Y. Electric / Hunter Interlude,2003,,
George Lopez,261.51138,Team Leader,california,Kids In the Store,2003,,
Daddy Yankee,181.34159,Los Homerun-es,reggaeton,Baila Girl_ Todo Hombre Llorando Por Ti,2003,,
2 Minutos,178.72934,Volvio La Alegria_ Vieja !!!,skate punk,Tema De Adrian,2003,,
Plump DJs,304.45669,Eargasm,breakbeat,Weighed Down,2003,,
Gaither Vocal Band,276.74077,The Best Of The Gaither Vocal Band,ccm,Knowing You'll Be There,2003,,
Jeff Wahl,43.88526,Guitarscapes,meditation,Waterfall,2003,,
Wyclef Jean featuring Prodigy of Mobb Deep,237.50485,The Preacher's Son,hip hop,Rebel Music,2003,,
Benabar,238.44526,Les Risques du MA(c)tier,chanson,Le Zoo De Vincennes,2003,,
James Horner,231.57506,The Missing,rock,The Stranger,2003,,
3 Doors Down,230.42567,Here Without You,post-grunge,It's Not Me,2003,,
Howie Day,277002,Stop All The World Now (SPECIAL EDITION VERSION),singer-songwriter,Collide,2003,,
Kalibas,164.20526,Enthusiastic Corruption Of The Common Good,grindcore,From Ivory Towers Above The Control Grid,2003,,
Tina Ann,251.76771,Situations,progressive house,Rules of Attraction (Chris Cox),2003,,
Cal Tjader,200.12363,Sounds Out Burt Bacharach,latin jazz,Anyone Who Had A Heart,2003,,
Francis Lai,123.24526,Le passager de la pluie (Original Soundtrack),space age pop,La valse du mariage,2003,,
Andy & Lucas,208.92689,Andy & Lucas,flamenco,Hasta Los Huesos,2003,,
Jessica Simpson,258.76853,In This Skin,teen pop,In This Skin,2003,,
Thrice,201.58649,The Artist In The Ambulance,post-hardcore,All That's Left,2003,,
Orquesta AragA3n,173.68771,10 De ColecciA3n,charanga,Ven Morena,2003,,
Fabolous,246.33424,Street Dreams,gangster rap,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),2003,,
The Lord Weird Slough Feg,82.52036,Traveller,folk metal,The Spinward Marches,2003,,
Eko Fresh feat. G-Style,266.57914,Ich bin jung und brauche das Geld,pop rap,Ich bin jung und brauche das Geld,2003,,
Fernando Ortega,130.76853,Hymns Of Worship,ccm,Pass Me Not (LP Version),2003,,
Teenage Fanclub,266.89261,Four Thousand_ Seven Hundred and Seventy seconds, A Shortcut to Teenage Fanclub,power pop,The World'll Be OK,2003,
Maysa,176.37832,Maysa,brazilian pop music,Escuta_ Noel,2003,,
DJ Icey,325.98159,A Little Louder / Dreams,breakbeat,A Little Louder,2003,,
Murphy Lee / Zee,268.90404,Murphy's Law,pop rap,Murphy Lee,2003,,
Jonny Lang,208.32608,Long Time Coming,blues-rock,The One I Got,2003,,
Marshall Crenshaw,244.76689,What's in the Bag?,power pop,From Now Until Then,2003,,
Snow Patrol,181.57669,Signal Fire,indie rock,Chocolate,2003,,
Gertrudis,233.27302,Teta,big beat,Carita De Rosa,2003,,
Stress Assassin,229.53751,Carrier Track,dub,EU A4,2003,,
Britney Spears,206.81098,Everytime,dance pop,Everytime,2003,,
Tina Ann,237.53098,Situations,progressive house,I Do (Chris The Greek Remix),2003,,
To My Surprise,175.22893,To My Surprise,experimental rock,Easy or Not (Album Version),2003,,
themselves,274.1024,Them,experimental pop,Directions to my special place,2003,,
Carlos NuA+-ez,213.89016,Un Galicien En Bretagne,flamenco,St Patrick's An Dro,2003,,
James Horner,203.54567,The Missing,rock,Rescue And Breakout,2003,,
DMX / Eve / Jadakiss,265.22077,Grand Champ,hip hop,We're Back,2003,,
Anti-Flag,115.53914,The Terror State,oi,Death Of A Nation,2003,,
Stone Temple Pilots,228.96281,Thank You,grunge,Down (LP Version),2003,,
Jah Cure,240.48281,Ghetto Life,roots reggae,How Can I,2003,,
Maurane / Lara Fabian,198.86975,Quand L'Humain Danse,chanson,Mais La Vie,2003,,
Bottom Of The Hudson,279.90159,The Omaha Record,free music,Eagle Eye,2003,,
The Suicide Machines,95.68608,A Match & Some Gasoline,ska punk,Burning In The Aftermath,2003,,
Casa Bulga,401.24036,Afraid Of Change,tribal house,Afraid Of Change (Tribal Vocal Mix),2003,,
Gertrudis,228.23138,Teta,big beat,Quitxalla,2003,,
Hatebreed (int License),164.20526,The Rise of Brutality,hardcore punk,Beholder of Justice (Album Version),2003,,
The Exies,201.87383,Inertia,post-grunge,Creeper Kamikaze,2003,,
Alicia Keys,231.18322,Essential-Soul Love,neo soul,If I Ain't Got You,2003,,
Nick Cave & The Bad Seeds,283.74159,Nocturama,rock,Still In Love,2003,,
Daughters,52.11383,Canada Songs,math-core,Pants_ Meet Shit,2003,,
Placebo,223.92118,Covers,british pop,Where Is My Mind (XFM Live Version),2003,,
BeyoncA(c),260.20526,Dangerously In Love,hip hop,Be With You,2003,,
Sapo,219.74159,Pastanaga,latin jazz,El Mes Alt,2003,,
Les Malpolis,156.02893,PiA(c)denA(c)s,chanson,Les Psys,2003,,
High Strung_ The,165.3024,These Are Good Times,post-grunge,Ain't That Something,2003,,
Sizzla,197.48526,Riddim Driven: Wanted,dancehall,Love & Devotion,2003,,
Belle & Sebastian,401.8673,Dear Catastrophe Waitress,indie pop,Stay Loose,2003,,
George Lopez,297.22077,Team Leader,california,Dogs,2003,,
La Mancha De Rolando,243.98322,Viaje,german pop,Melodia Simple,2003,,
The Mars Volta,266.47465,Inertiatic Esp,experimental rock,Inertiatic Esp,2003,,
Eastmountainsouth,225.61914,Eastmountainsouth,alternative country,Hard Times,2003,,
Placebo,260.75383,The Bitter End,british pop,Evalia,2003,,
Bow Wow Wow,182.9873,Girl Bites Dog_ Your Compact Disc Pet,dance rock,C30 C60 C90 Go,2003,,
The Fabulous Thunderbirds,342.20363,Tacos Deluxe,blues-rock,I Can't Quit You Baby (Live) [Never Released],2003,,
V'ro,282.53995,Soul Zouk,zouk,Softcore,2003,,
Stew,299.07546,Something Deeper Than These Changes,cabaret,L.A. Arteest CafA(c),2003,,
Alice Cooper,210.54649,THE EYES OF,shock rock,This House Is Haunted,2003,,
JK,361.16853,You Make Me Feel Good - Single,eurodance,You Make Me Feel Good ,2003,,
Snow Patrol,242.05016,Final Straw,indie rock,Wow,2003,,
David Banner,183.90159,Mississippi-The Album,crunk,Bush,2003,,
Snow Patrol,229642,Snow Patrol: Sessions@AOL,indie rock,Spitting Games,2003,,
Janet Paschal/Charlotte Ritchie/David Phelps,202.4224,Bill Gaither's Best Of Homecoming 2002,southern gospel,It Won't Rain Always,2003,,
BigElf,298.13506,Hex,stoner rock,Falling Bombs,2003,,
Steinski,52.4273,What Does It All Mean? - 1983-2006 Retrospective,hip hop,Silent Partner (Peace Out),2003,,
The Forms,208.14322,Icarus,indie rock,Innizar,2003,,
Buddy Jewell,212.89751,Buddy Jewell,bluegrass,Sweet Southern Comfort,2003,,
Static-X,98.89914,Shadow Zone,industrial metal,Transmission (Album Version),2003,,
The Suicide Machines,170.84036,A Match & Some Gasoline,ska punk,Your Silence,2003,,
Kaizers Orchestra,139.88526,Evig Pint,indie rock,Container,2003,,
Kenny Rogers,135.36608,The Legendary Kenny Rogers,country rock,Where Does Rosie Go?,2003,,
Bobby Darin,155.6371,Things & Other Things,brill building pop,"Theme From ""Come September"" (LP Version)",2003,,
Becky Baeling,247.66649,Becstasy,dance pop,If You Love Me,2003,,
Mississippi Mass Choir,221.90975,God Gets The Glory,gospel,It's Good To Know Jesus,2003,,
Neviss,53.39383,Backseat Travelling,british pop,Epilog,2003,,
Reach 454,237.19138,Reach 454,post-grunge,6 Yrs (Album Version ),2003,,
High Strung_ The,123.8722,These Are Good Times,post-grunge,Show a Sign of Life,2003,,
Socialburn,241.84118,Where You Are,post-grunge,Everyone (LP Version),2003,,
Tina Ann,395.62404,Situations,progressive house,Too Late (Orange Factory Extended Mix),2003,,
Broadcast,102.94812,Pendulum,dream pop,One Hour Empire,2003,,
Arturo Sandoval,266.60526,Trumpet Evolution,latin jazz,My Funny Valentine,2003,,
Nolwenn Leroy,201.22077,Nolwenn Leroy,chanson,Etre Une Femme,2003,,
AI-TIEM,288.20853,Musik fA1/4r taube Ohren,jungle music,Zeit fA1/4r Streit,2003,,
40 Grit,250.67057,Nothing To Remember,nu metal,A Part Of Me,2003,,
Casiotone For The Painfully Alone,188.94322,Twinkle Echo,trip hop,Attic Room,2003,,
Louisa Mark,156.52526,Breakout,lovers rock,Keep It Like It Is,2003,,
Airto Moreira,312.99873,Life After That,latin jazz,Hala_ Tumba And Timbal,2003,,
James Carter,258.42893,Gardenias For Lady Day,soul jazz,Strange Fruit,2003,,
Cali,210.18077,Menteur / L'Amour Parfait,dance pop,C'est Toujours Le Matin,2003,,
Stephen Warbeck,123.68934,Dreamkeeper,soundtrack,Birth Of The Falls,2003,,
Bebo & Cigala,198.26893,Lagrimas Negras,latin jazz,Inolvidable,2003,,
Korn,185.93914,Live & Rare,rap metal,Right Now,2003,,
Dave Brockie Experience,126.4322,Songs For The Wrong,shock rock,Slips Of Paper,2003,,
Plump DJs,348.55138,Eargasm,breakbeat,Contact 00,2003,,
Tinariwen,336.32608,Amassakoul,blues-rock,Chatma,2003,,
Kings Of Leon,187.92444,Holy Roller Novocaine,southern rock,Wicker Chair,2003,,
Jan Wayne,230.76526,Gonna Move Ya!,eurodance,Groovin',2003,,
The Ataris,246.85669,So Long_ Astoria,pop punk,The Hero Dies in This One,2003,,
Motograter,226.92526,Motograter,post-grunge,Red (Main Version),2003,,
Phil Collins,216.92036,Brother Bear Original Soundtrack (English Version),soft rock,Welcome,2003,,
Stille Volk,276.37506,Maudat,neofolk,Orgasme Tellurique,2003,,
Charly GarcAa,223.05914,Rock And Roll Yo,pop rock,AsesAname,2003,,
FFH,263.83628,Ready To Fly,ccm,Here I Am,2003,,
Buju Banton,56842,Friends For Life,roots reggae,Excerpt Of A Speech By Marcus Mosiah Garvey,2003,,
The Mars Volta,521.63873,Deloused in the Comatorium,experimental rock,Take The Veil Cerpin Taxt,2003,,
Bally Sagoo,282.25261,Hanji,bhangra,Punjabian Di Chale Glassi,2003,,
Defari,178.72934,Odds & Evens,hip hop,Xtra Thump (Featuring Tash from Tha Alkaholiks),2003,,
Unwritten Law,174.10567,from Music In High Places,post-grunge,Up All Night (Acoustic Live Album Version),2003,,
RaphaA<<l,255.65995,La RA(c)alitA(c),chanson,La MA(c)moire Des Jours,2003,,
G-Unit,242.52036,Hot Joints 2,rap,Poppin' Them Thangs,2003,,
The James Taylor Quartet,283.37587,The Oscillator,jazz funk,The Obsession,2003,,
The Strokes,177.18812,Room On Fire,indie rock,Meet Me In The Bathroom,2003,,
Midwest Product,301.73995,World Series Of Love,instrumental rock,Motivator,2003,,
JennyAnyKind,326.79138,Peas And Collards,alternative rock,I'm On The Run,2003,,
Whitesnake,252.08118,Best Of Whitesnake,blues-rock,Love Ain't No Stranger (2003 Digital Remaster),2003,,
Annie Lennox,280.00608,Bare,soft rock,Erased,2003,,
Nick Cave & The Bad Seeds,180.03546,Nocturama,rock,Rock Of Gibraltar,2003,,
Nando Lauria,210.52036,Latino Christmas,latin jazz,O Come All Ye Faithful,2003,,
BeyoncA(c),254.98077,Crazy In Love,hip hop,Krazy In Luv,2003,,
Jane's Addiction,229.61587,Strays,alternative metal,True Nature,2003,,
Speech,24.92036,PEECHY,hip hop,Have Fun Prelude,2003,,
Darwin Hobbs,352.86159,Broken,religious music,You Are God (Broken Album Version),2003,,
Carlos Ponce,195.5522,La Historia,male vocalist,Escuchame,2003,,
Colin James,233.7171,Traveler,blues,Sending A Message,2003,,
Kim Wilson,286.51057,Lookin' For Trouble!,harmonica blues,Love Attack,2003,,
Goatwhore,221.20444,Funeral Dirge for the Rotting Sun,black metal,Sky Inferno,2003,,
The Distillers,129.59302,Coral Fang,grunge,Coral Fang (Album Version),2003,,
The Mars Volta,380.42077,Deloused in the Comatorium,experimental rock,Eriatarka,2003,,
Hotwire,200.33261,The Routine,uk garage,Not Today,2003,,
Beres Hammond,229.51138,Can't Stop A Man,lovers rock,Call On The Father,2003,,
The Strokes,191.29424,Room On Fire,indie rock,Between Love & Hate,2003,,
Funeral For A Friend,164.54485,Casually Dressed And Deep In Conversation,post-hardcore,Your Revolution Is A Joke,2003,,
DJ Icey,356.41424,A Little Louder,breakbeat,A Little Louder,2003,,
Mariano Yanani,212.06159,Babies Go U2,lullaby,Stuck In A Moment You can't Get Out Of,2003,,
Sister Hazel,235.72853,Chasing Daylight,post-grunge,Come Around (LP Version),2003,,
Elliot Goldenthal,617.82159,S.W.A.T.,instrumental rock,Bullet Frenzy,2003,,
The Chap,207.28118,Lo Compilation Mix By Susumu Yokota,future jazz,Volumatic Spacer Device,2003,,
Fabolous,283.61098,Street Dreams,gangster rap,Change You or Change Me (Amended Version),2003,,
AI-TIEM,100.70159,Musik fA1/4r taube Ohren,jungle music,Ai Jo,2003,,
Matt Redman,336.92689,Here I Am To Worship Vol 2,ccm,Facedown,2003,,
Rise Against,200.12363,Siren Song Of The Counter-Culture,hardcore punk,Swing Life Away,2003,,
Lyrics Born,200.38485,Later That Day...,hip hop,Bad Dreams,2003,,
Gabriel Yared,229.98159,Sylvia,latin jazz,Devon,2003,,
Vonray,230.08608,Vonray,post-grunge,Part Of Me (LP Version),2003,,
Charly Garcia,162.71628,Rock And Roll Yo,pop rock,Tango,2003,,
Toni Braxton Featuring Babyface,240.61342,Ultimate Toni Braxton,dance pop,Give U My Heart,2003,,
Andrew W.K.,240.40444,The Wolf,alternative metal,Long Live The Party,2003,,
Mark Wills,162.37669,The Definitive Collection,bluegrass,That's A Woman,2003,,
Amy Winehouse,256.10404,Take The Box,vocal jazz,Stronger Than Me,2003,,
themselves,271.43791,Them,experimental pop,Crayon Sharpener,2003,,
The Lord Weird Slough Feg,252.62975,Traveller,folk metal,Baltech's Lament,2003,,
Steinski,169.97832,What Does It All Mean? - 1983-2006 Retrospective,hip hop,Hot Spot (Terrible Love Mix),2003,,
Speech,160.93995,PEECHY,hip hop,A Talk With Dad,2003,,
Radiohead,198.47791,The Best Of,british pop,2 + 2 = 5,2003,,
Mark Wills,210.33751,And The Crowd Goes Wild,bluegrass,How Bad Do You Want It,2003,,
Alicia Keys,255.99955,The Diary Of Alicia Keys,neo soul,Karma,2003,,
Chris Standring,256.49587,Groovalicious,smooth jazz,Fat Tuesday,2003,,
Harry Gregson-Williams,95.9473,Rundown/Welcome To The Jungle,video game music,Whip Fight,2003,,
Furry Lewis,234.78812,Good Morning Judge,country blues,Old Hobo,2003,,
Nightfall,272.69179,I Am Jesus,doom metal,Death Of Neira,2003,,
Daughters,64.9922,Canada Songs,math-core,Jones From Indiana,2003,,
Hi-Fi Companions,464.5873,Swingers In Paradise,future jazz,Amoria,2003,,
Maria Bamford,127.16363,The Burning Bridges Tour,comedy,Vennette,2003,,
Abijah,204.77342,Abijah,roots reggae,Children Of Love,2003,,
Eko Fresh feat. Summer Cem & DJ Ses,244.63628,Ich bin jung und brauche das Geld,pop rap,MAPnchengladbach Love,2003,,
Coldplay,410.8273,Live 2003,piano rock,A Rush Of Blood To The Head (Live In Sydney),2003,,
Milk Inc.,202.10893,Closer,dance pop,Nothing To You,2003,,
Black Eyed Peas,223.03302,Kids Sing Along Pac,hip hop,Let's Get It Started,2004,,
Black Eyed Peas,229.61587,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,hip hop,Let's Get It Started,2004,,
Carlos NuA+-ez,275.43465,Carlos Nunez En Concert,flamenco,CamiA+-o De Santiago,2004,,
Sonia Dersion,269.87057,Belles De Zouk,zouklove,Urgence,2004,,
Julie Zenatti,252.99546,Comme Vous,chanson,On Efface,2004,,
Sammi Cheng,255.76444,La La La,cantonese pop,Wo Ai Ni_ Zai Jian!,2004,,
T.I.,258.92526,Urban Legend,gangster rap,Why U Mad At Me (Explicit Screwed Version),2004,,
Rhian Sheehan,38922,Music for Nature Documentaries,trip hop,Untitled,2004,,
Bedrock,501.86404,Emerald,progressive house,Emerald,2004,,
Olivia Ruiz,230.24281,J'Aime Pas L'Amour,chanson,EnervA(c),2004,,
DJ Harry,309.60281,Collision,trip hop,Shadows,2004,,
Atreyu,218.90567,The Curse,post-hardcore,You Eclipsed By Me (Album Version),2004,,
Arctic Monkeys,141.13914,Whatever People Say I Am_ That's What I'm Not,garage rock,Dancing Shoes,2004,,
Joe Bonamassa,293.69424,Had To Cry Today,blues-rock,When She Dances,2004,,
Panzer AG,233.27302,THIS IS MY BATTLEFIELD,industrial dance,bereit,2004,,
MxPx,183.97995,Panic,christian rock,Grey Skies Turn Blue,2004,,
